parkID,Name,Year,Capacity
PHI12,Veterans Stadium,1979,62382
PIT07,Three Rivers Stadium,1979,58722
SAN01,San Diego Stadium,1979,50000
SEA02,Kingdome,1979,59059
SFO02,Candlestick Park,1979,58945
STL09,Busch Memorial Stadium,1979,53138
TOR01,Exhibition Stadium,1979,43737
ANA01,Anaheim Stadium,1978,43500
ARL01,Arlington Stadium,1978,41284
ATL01,Atlanta-Fulton County Stadium,1978,51556
BAL11,Memorial Stadium,1978,53208
BOS07,Fenway Park,1978,33368
CHI10,Comiskey Park I,1978,44492
CHI11,Wrigley Field,1978,37702
CIN08,Riverfront Stadium,1978,52953
CLE07,Cleveland Stadium,1978,74483
DET04,Tiger Stadium,1978,52806
HOU02,Astrodome,1978,47000
KAN06,Royals Stadium,1978,40613
LOS03,Dodger Stadium,1978,56000
MIL05,County Stadium,1978,53192
MIN02,Metropolitan Stadium,1978,45919
MON02,Stade Olympique,1978,59149
NYC16,Yankee Stadium I,1978,57145
NYC17,Shea Stadium,1978,55300
OAK01,Oakland-Alameda County Coliseum,1978,50000
PHI12,Veterans Stadium,1978,62382
PIT07,Three Rivers Stadium,1978,58722
SAN01,San Diego Stadium,1978,50000
SEA02,Kingdome,1978,59059
SFO02,Candlestick Park,1978,58945
STL09,Busch Memorial Stadium,1978,53138
TOR01,Exhibition Stadium,1978,43737
ANA01,Anaheim Stadium,1977,43500
ARL01,Arlington Stadium,1977,35649
ATL01,Atlanta-Fulton County Stadium,1977,51556
BAL11,Memorial Stadium,1977,53208
BOS07,Fenway Park,1977,33368
CHI10,Comiskey Park I,1977,44492
CHI11,Wrigley Field,1977,37702
CIN08,Riverfront Stadium,1977,52953
CLE07,Cleveland Stadium,1977,74483
DET04,Tiger Stadium,1977,52806
HOU02,Astrodome,1977,47000
KAN06,Royals Stadium,1977,40613
LOS03,Dodger Stadium,1977,56000
MIL05,County Stadium,1977,53192
MIN02,Metropolitan Stadium,1977,45919
MON02,Stade Olympique,1977,58838
NYC16,Yankee Stadium I,1977,57145
NYC17,Shea Stadium,1977,55300
OAK01,Oakland-Alameda County Coliseum,1977,50000
PHI12,Veterans Stadium,1977,62382
PIT07,Three Rivers Stadium,1977,58722
SAN01,San Diego Stadium,1977,50000
SEA02,Kingdome,1977,59059
SFO02,Candlestick Park,1977,58945
STL09,Busch Memorial Stadium,1977,53138
TOR01,Exhibition Stadium,1977,38522
ANA01,Anaheim Stadium,1976,43500
ARL01,Arlington Stadium,1976,35649
ATL01,Atlanta-Fulton County Stadium,1976,51556
BAL11,Memorial Stadium,1976,53208
BOS07,Fenway Park,1976,33368
CHI10,Comiskey Park I,1976,44492
CHI11,Wrigley Field,1976,37702
CIN08,Riverfront Stadium,1976,52953
CLE07,Cleveland Stadium,1976,74483
DET04,Tiger Stadium,1976,52806
HOU02,Astrodome,1976,47000
KAN06,Royals Stadium,1976,40613
LOS03,Dodger Stadium,1976,56000
MIL05,County Stadium,1976,53192
MIN02,Metropolitan Stadium,1976,45919
MON01,Parc Jarry,1976,29125
NYC16,Yankee Stadium I,1976,54028
NYC17,Shea Stadium,1976,55300
OAK01,Oakland-Alameda County Coliseum,1976,50000
PHI12,Veterans Stadium,1976,62382
PIT07,Three Rivers Stadium,1976,58722
SAN01,San Diego Stadium,1976,50000
SFO02,Candlestick Park,1976,58945
STL09,Busch Memorial Stadium,1976,53138
ANA01,Anaheim Stadium,1975,43500
ARL01,Arlington Stadium,1975,35649
ATL01,Atlanta-Fulton County Stadium,1975,52780
BAL11,Memorial Stadium,1975,53208
BOS07,Fenway Park,1975,33368
CHI10,Comiskey Park I,1975,44492
CHI11,Wrigley Field,1975,37702
CIN08,Riverfront Stadium,1975,52953
CLE07,Cleveland Stadium,1975,74483
DET04,Tiger Stadium,1975,52806
HOU02,Astrodome,1975,47000
KAN06,Royals Stadium,1975,40613
LOS03,Dodger Stadium,1975,56000
MIL05,County Stadium,1975,53192
MIN02,Metropolitan Stadium,1975,45919
MON01,Parc Jarry,1975,29125
NYC17,Shea Stadium,1975,55601
OAK01,Oakland-Alameda County Coliseum,1975,50000
PHI12,Veterans Stadium,1975,62382
PIT07,Three Rivers Stadium,1975,58722
SAN01,San Diego Stadium,1975,50000
SFO02,Candlestick Park,1975,58945
STL09,Busch Memorial Stadium,1975,53138
ANA01,Anaheim Stadium,1974,43500
ARL01,Arlington Stadium,1974,35649
ATL01,Atlanta Stadium,1974,52780
BAL11,Memorial Stadium,1974,53208
BOS07,Fenway Park,1974,33368
CHI10,Comiskey Park I,1974,44492
CHI11,Wrigley Field,1974,37702
CIN08,Riverfront Stadium,1974,52953
CLE07,Cleveland Stadium,1974,74483
DET04,Tiger Stadium,1974,52806
HOU02,Astrodome,1974,47000
KAN06,Royals Stadium,1974,40613
LOS03,Dodger Stadium,1974,56000
MIL05,County Stadium,1974,53192
MIN02,Metropolitan Stadium,1974,45919
MON01,Parc Jarry,1974,29125
NYC17,Shea Stadium,1974,55601
OAK01,Oakland-Alameda County Coliseum,1974,50000
PHI12,Veterans Stadium,1974,62382
PIT07,Three Rivers Stadium,1974,58722
SAN01,San Diego Stadium,1974,50000
SFO02,Candlestick Park,1974,58945
STL09,Busch Memorial Stadium,1974,53138
ANA01,Anaheim Stadium,1973,43500
ARL01,Arlington Stadium,1973,35649
ATL01,Atlanta Stadium,1973,51383
BAL11,Memorial Stadium,1973,53208
BOS07,Fenway Park,1973,33368
CHI10,Comiskey Park I,1973,44492
CHI11,Wrigley Field,1973,37702
CIN08,Riverfront Stadium,1973,52953
CLE07,Cleveland Stadium,1973,74483
DET04,Tiger Stadium,1973,52806
HOU02,Astrodome,1973,47000
KAN06,Royals Stadium,1973,40613
LOS03,Dodger Stadium,1973,56000
MIL05,County Stadium,1973,53192
MIN02,Metropolitan Stadium,1973,45919
MON01,Parc Jarry,1973,29125
NYC16,Yankee Stadium I,1973,65010
NYC17,Shea Stadium,1973,55300
OAK01,Oakland-Alameda County Coliseum,1973,50000
PHI12,Veterans Stadium,1973,62382
PIT07,Three Rivers Stadium,1973,58722
SAN01,San Diego Stadium,1973,50000
SFO02,Candlestick Park,1973,58945
STL09,Busch Memorial Stadium,1973,53138
ANA01,Anaheim Stadium,1972,43500
ARL01,Arlington Stadium,1972,35185
ATL01,Atlanta Stadium,1972,51383
BAL11,Memorial Stadium,1972,53208
BOS07,Fenway Park,1972,33368
CHI10,Comiskey Park I,1972,44492
CHI11,Wrigley Field,1972,37702
CIN08,Riverfront Stadium,1972,52953
CLE07,Cleveland Stadium,1972,74483
DET04,Tiger Stadium,1972,52806
HOU02,Astrodome,1972,47000
KAN05,Municipal Stadium,1972,35561
LOS03,Dodger Stadium,1972,56000
MIL05,County Stadium,1972,53192
MIN02,Metropolitan Stadium,1972,45919
MON01,Parc Jarry,1972,29125
NYC16,Yankee Stadium I,1972,65010
NYC17,Shea Stadium,1972,55300
OAK01,Oakland-Alameda County Coliseum,1972,50000
PHI12,Veterans Stadium,1972,62382
PIT07,Three Rivers Stadium,1972,58722
SAN01,San Diego Stadium,1972,50000
SFO02,Candlestick Park,1972,58945
STL09,Busch Memorial Stadium,1972,53138
ANA01,Anaheim Stadium,1971,43500
ATL01,Atlanta Stadium,1971,51383
BAL11,Memorial Stadium,1971,53208
BOS07,Fenway Park,1971,33368
CHI10,Comiskey Park I,1971,44492
CHI11,Wrigley Field,1971,36755
CIN08,Riverfront Stadium,1971,52953
CLE07,Cleveland Stadium,1971,74483
DET04,Tiger Stadium,1971,52806
HOU02,Astrodome,1971,47000
KAN05,Municipal Stadium,1971,35561
LOS03,Dodger Stadium,1971,56000
MIL05,County Stadium,1971,53192
MIN02,Metropolitan Stadium,1971,45919
MON01,Parc Jarry,1971,29125
NYC16,Yankee Stadium I,1971,65010
NYC17,Shea Stadium,1971,55300
OAK01,Oakland-Alameda County Coliseum,1971,50000
PHI12,Veterans Stadium,1971,56371
PIT07,Three Rivers Stadium,1971,58722
SAN01,San Diego Stadium,1971,50000
SFO02,Candlestick Park,1971,58945
STL09,Busch Memorial Stadium,1971,53138
WAS10,Robert F. Kennedy Stadium,1971,45016
ANA01,Anaheim Stadium,1970,43500
ATL01,Atlanta Stadium,1970,51383
BAL11,Memorial Stadium,1970,53208
BOS07,Fenway Park,1970,33368
CHI10,Comiskey Park I,1970,44492
CHI11,Wrigley Field,1970,36755
CIN07,Crosley Field,1970,29488
CIN08,Riverfront Stadium,1970,52953
CLE07,Cleveland Stadium,1970,74483
DET04,Tiger Stadium,1970,52806
HOU02,Astrodome,1970,47000
KAN05,Municipal Stadium,1970,35561
LOS03,Dodger Stadium,1970,56000
MIL05,County Stadium,1970,53192
MIN02,Metropolitan Stadium,1970,45919
MON01,Parc Jarry,1970,29125
NYC16,Yankee Stadium I,1970,67000
NYC17,Shea Stadium,1970,55300
OAK01,Oakland-Alameda County Coliseum,1970,50000
PHI11,Connie Mack Stadium,1970,33608
PIT06,Forbes Field,1970,35000
PIT07,Three Rivers Stadium,1970,50500
SAN01,San Diego Stadium,1970,50000
SFO02,Candlestick Park,1970,45744
STL09,Busch Memorial Stadium,1970,53138
WAS10,Robert F. Kennedy Stadium,1970,45016
ANA01,Anaheim Stadium,1969,43500
ATL01,Atlanta Stadium,1969,51383
BAL11,Memorial Stadium,1969,52137
BOS07,Fenway Park,1969,33368
CHI10,Comiskey Park I,1969,44492
CHI11,Wrigley Field,1969,36755
CIN07,Crosley Field,1969,29603
CLE07,Cleveland Stadium,1969,74483
DET04,Tiger Stadium,1969,52806
HOU02,Astrodome,1969,47000
KAN05,Municipal Stadium,1969,35561
LOS03,Dodger Stadium,1969,56000
MIL05,County Stadium,1969,53192
MIN02,Metropolitan Stadium,1969,45919
MON01,Parc Jarry,1969,28250
NYC16,Yankee Stadium I,1969,67000
NYC17,Shea Stadium,1969,55300
OAK01,Oakland-Alameda County Coliseum,1969,50000
PHI11,Connie Mack Stadium,1969,33608
PIT06,Forbes Field,1969,35000
SAN01,San Diego Stadium,1969,50000
SEA01,Sicks' Stadium,1969,25000
SFO02,Candlestick Park,1969,45744
STL09,Busch Memorial Stadium,1969,53138
WAS10,Robert F. Kennedy Stadium,1969,45016
ANA01,Anaheim Stadium,1968,43500
ATL01,Atlanta Stadium,1968,51383
BAL11,Memorial Stadium,1968,52185
BOS07,Fenway Park,1968,33368
CHI10,Comiskey Park I,1968,52934
CHI11,Wrigley Field,1968,36755
CIN07,Crosley Field,1968,29603
CLE07,Cleveland Stadium,1968,74483
DET04,Tiger Stadium,1968,52806
HOU02,Astrodome,1968,47000
LOS03,Dodger Stadium,1968,56000
MIL05,County Stadium,1968,53192
MIN02,Metropolitan Stadium,1968,45919
NYC16,Yankee Stadium I,1968,67000
NYC17,Shea Stadium,1968,55300
OAK01,Oakland-Alameda County Coliseum,1968,50000
PHI11,Connie Mack Stadium,1968,33608
PIT06,Forbes Field,1968,35000
SFO02,Candlestick Park,1968,45744
STL09,Busch Memorial Stadium,1968,53138
WAS10,D.C. Stadium,1968,45016
ANA01,Anaheim Stadium,1967,43500
ATL01,Atlanta Stadium,1967,50893
BAL11,Memorial Stadium,1967,52184
BOS07,Fenway Park,1967,33368
CHI10,Comiskey Park I,1967,52934
CHI11,Wrigley Field,1967,36755
CIN07,Crosley Field,1967,29603
CLE07,Cleveland Stadium,1967,74483
DET04,Tiger Stadium,1967,52806
HOU02,Astrodome,1967,47000
KAN05,Municipal Stadium,1967,30611
LOS03,Dodger Stadium,1967,56000
MIN02,Metropolitan Stadium,1967,45919
NYC16,Yankee Stadium I,1967,67000
NYC17,Shea Stadium,1967,55300
PHI11,Connie Mack Stadium,1967,33608
PIT06,Forbes Field,1967,35000
SFO02,Candlestick Park,1967,45744
STL09,Busch Memorial Stadium,1967,53138
WAS10,D.C. Stadium,1967,45016
ANA01,Anaheim Stadium,1966,43500
ATL01,Atlanta Stadium,1966,50893
BAL11,Memorial Stadium,1966,52184
BOS07,Fenway Park,1966,33368
CHI10,Comiskey Park I,1966,52934
CHI11,Wrigley Field,1966,36755
CIN07,Crosley Field,1966,29603
CLE07,Cleveland Stadium,1966,78189
DET04,Tiger Stadium,1966,52806
HOU02,Astrodome,1966,47000
KAN05,Municipal Stadium,1966,30611
LOS03,Dodger Stadium,1966,56000
MIN02,Metropolitan Stadium,1966,45919
NYC16,Yankee Stadium I,1966,67000
NYC17,Shea Stadium,1966,55300
PHI11,Connie Mack Stadium,1966,33608
PIT06,Forbes Field,1966,35000
SFO02,Candlestick Park,1966,45744
STL07,Busch Stadium I,1966,30500
STL09,Busch Memorial Stadium,1966,57673
WAS10,D.C. Stadium,1966,45016
BAL11,Memorial Stadium,1965,52184
BOS07,Fenway Park,1965,33368
CHI10,Comiskey Park I,1965,52934
CHI11,Wrigley Field,1965,36755
CIN07,Crosley Field,1965,29603
CLE07,Cleveland Stadium,1965,78189
DET04,Tiger Stadium,1965,52806
HOU02,Astrodome,1965,42217
KAN05,Municipal Stadium,1965,30611
LOS03,Dodger Stadium,1965,56000
MIL05,County Stadium,1965,53192
MIN02,Metropolitan Stadium,1965,45919
NYC16,Yankee Stadium I,1965,67000
NYC17,Shea Stadium,1965,55300
PHI11,Connie Mack Stadium,1965,33608
PIT06,Forbes Field,1965,35000
SFO02,Candlestick Park,1965,45744
STL07,Busch Stadium I,1965,30500
WAS10,D.C. Stadium,1965,45016
BAL11,Memorial Stadium,1964,49373
BOS07,Fenway Park,1964,33368
CHI10,Comiskey Park I,1964,52934
CHI11,Wrigley Field,1964,36755
CIN07,Crosley Field,1964,29603
CLE07,Cleveland Stadium,1964,78189
DET04,Tiger Stadium,1964,52806
HOU01,Colt Stadium,1964,32601
KAN05,Municipal Stadium,1964,30611
LOS03,Dodger Stadium,1964,56000
MIL05,County Stadium,1964,53192
MIN02,Metropolitan Stadium,1964,40000
NYC16,Yankee Stadium I,1964,67337
NYC17,Shea Stadium,1964,55300
PHI11,Connie Mack Stadium,1964,33608
PIT06,Forbes Field,1964,35000
SFO02,Candlestick Park,1964,45744
STL07,Busch Stadium I,1964,30500
WAS10,D.C. Stadium,1964,45016
BAL11,Memorial Stadium,1963,47778
BOS07,Fenway Park,1963,33368
CHI10,Comiskey Park I,1963,52934
CHI11,Wrigley Field,1963,36755
CIN07,Crosley Field,1963,30274
CLE07,Cleveland Stadium,1963,78189
DET04,Tiger Stadium,1963,52806
HOU01,Colt Stadium,1963,32601
KAN05,Municipal Stadium,1963,30611
LOS03,Dodger Stadium,1963,56000
MIL05,County Stadium,1963,53192
MIN02,Metropolitan Stadium,1963,40000
NYC14,Polo Grounds V,1963,56000
NYC16,Yankee Stadium I,1963,67337
PHI11,Connie Mack Stadium,1963,33608
PIT06,Forbes Field,1963,35000
SFO02,Candlestick Park,1963,45744
STL07,Busch Stadium I,1963,30500
WAS10,D.C. Stadium,1963,45016
BAL11,Memorial Stadium,1962,47778
BOS07,Fenway Park,1962,33368
CHI10,Comiskey Park I,1962,52934
CHI11,Wrigley Field,1962,36755
CIN07,Crosley Field,1962,30274
CLE07,Cleveland Stadium,1962,78189
DET04,Tiger Stadium,1962,52806
HOU01,Colt Stadium,1962,32601
KAN05,Municipal Stadium,1962,30611
LOS03,Dodger Stadium,1962,56000
MIL05,County Stadium,1962,53192
MIN02,Metropolitan Stadium,1962,40000
NYC14,Polo Grounds V,1962,56000
NYC16,Yankee Stadium I,1962,67337
PHI11,Connie Mack Stadium,1962,33608
PIT06,Forbes Field,1962,35000
SFO02,Candlestick Park,1962,45744
STL07,Busch Stadium I,1962,30500
WAS10,D.C. Stadium,1962,43500
BAL11,Memorial Stadium,1961,47778
BOS07,Fenway Park,1961,33368
CHI10,Comiskey Park I,1961,52934
CHI11,Wrigley Field,1961,36755
CIN07,Crosley Field,1961,30274
CLE07,Cleveland Stadium,1961,78189
DET04,Briggs Stadium,1961,52806
KAN05,Municipal Stadium,1961,30611
LOS01,Los Angeles Memorial Coliseum,1961,92572
LOS02,Wrigley Field,1961,20457
MIL05,County Stadium,1961,50000
MIN02,Metropolitan Stadium,1961,30637
NYC16,Yankee Stadium I,1961,67337
PHI11,Connie Mack Stadium,1961,33608
PIT06,Forbes Field,1961,35000
SFO02,Candlestick Park,1961,45744
STL07,Busch Stadium I,1961,30500
WAS09,Griffith Stadium,1961,27550
BAL11,Memorial Stadium,1960,47778
BOS07,Fenway Park,1960,33368
CHI10,Comiskey Park I,1960,52934
CHI11,Wrigley Field,1960,36755
CIN07,Crosley Field,1960,30328
CLE07,Cleveland Stadium,1960,78189
DET04,Briggs Stadium,1960,58000
KAN05,Municipal Stadium,1960,30611
LOS01,Los Angeles Memorial Coliseum,1960,92572
MIL05,County Stadium,1960,43340
NYC16,Yankee Stadium I,1960,67205
PHI11,Connie Mack Stadium,1960,33359
PIT06,Forbes Field,1960,35000
SFO02,Candlestick Park,1960,43765
STL07,Busch Stadium I,1960,30500
WAS09,Griffith Stadium,1960,28669
BAL11,Memorial Stadium,1959,47778
BOS07,Fenway Park,1959,33200
CHI10,Comiskey Park I,1959,52934
CHI11,Wrigley Field,1959,36755
CIN07,Crosley Field,1959,29603
CLE07,Cleveland Stadium,1959,78189
DET04,Briggs Stadium,1959,58000
KAN05,Municipal Stadium,1959,30296
LOS01,Los Angeles Memorial Coliseum,1959,92572
MIL05,County Stadium,1959,43340
NYC16,Yankee Stadium I,1959,67205
PHI11,Connie Mack Stadium,1959,33166
PIT06,Forbes Field,1959,34249
SFO01,Seals Stadium,1959,23500
STL07,Busch Stadium I,1959,30500
WAS09,Griffith Stadium,1959,35000
BAL11,Memorial Stadium,1958,47778
BOS07,Fenway Park,1958,33200
CHI10,Comiskey Park I,1958,52934
CHI11,Wrigley Field,1958,36755
CIN07,Crosley Field,1958,29603
CLE07,Cleveland Stadium,1958,78189
DET04,Briggs Stadium,1958,58000
KAN05,Municipal Stadium,1958,30296
LOS01,Los Angeles Memorial Coliseum,1958,92572
MIL05,County Stadium,1958,43340
NYC16,Yankee Stadium I,1958,67205
PHI11,Connie Mack Stadium,1958,33166
PIT06,Forbes Field,1958,34249
SFO01,Seals Stadium,1958,22900
STL07,Busch Stadium I,1958,30500
WAS09,Griffith Stadium,1958,35000
BAL11,Memorial Stadium,1957,47855
BOS07,Fenway Park,1957,33200
CHI10,Comiskey Park I,1957,52934
CHI11,Wrigley Field,1957,36755
CIN07,Crosley Field,1957,29980
CLE07,Cleveland Stadium,1957,78189
DET04,Briggs Stadium,1957,58000
KAN05,Municipal Stadium,1957,30296
MIL05,County Stadium,1957,43340
NYC14,Polo Grounds V,1957,56000
NYC15,Ebbets Field,1957,31902
NYC16,Yankee Stadium I,1957,67000
PHI11,Connie Mack Stadium,1957,33166
PIT06,Forbes Field,1957,34249
STL07,Busch Stadium I,1957,30500
WAS09,Griffith Stadium,1957,35000
BAL11,Memorial Stadium,1956,47855
BOS07,Fenway Park,1956,33200
CHI10,Comiskey Park I,1956,52934
CHI11,Wrigley Field,1956,36755
CIN07,Crosley Field,1956,29980
CLE07,Cleveland Stadium,1956,78189
DET04,Briggs Stadium,1956,58000
KAN05,Municipal Stadium,1956,30296
MIL05,County Stadium,1956,43340
NYC14,Polo Grounds V,1956,56000
NYC15,Ebbets Field,1956,31902
NYC16,Yankee Stadium I,1956,67000
PHI11,Connie Mack Stadium,1956,33166
PIT06,Forbes Field,1956,34249
STL07,Busch Stadium I,1956,30500
WAS09,Griffith Stadium,1956,35000
BAL11,Memorial Stadium,1955,47855
BOS07,Fenway Park,1955,33200
CHI10,Comiskey Park I,1955,52934
CHI11,Wrigley Field,1955,36755
CIN07,Crosley Field,1955,29980
CLE07,Cleveland Stadium,1955,78189
DET04,Briggs Stadium,1955,58000
KAN05,Municipal Stadium,1955,30296
MIL05,County Stadium,1955,43340
NYC14,Polo Grounds V,1955,56000
NYC15,Ebbets Field,1955,31902
NYC16,Yankee Stadium I,1955,67000
PHI11,Connie Mack Stadium,1955,33166
PIT06,Forbes Field,1955,34249
STL07,Busch Stadium I,1955,30500
WAS09,Griffith Stadium,1955,35000
BAL11,Memorial Stadium,1954,47855
BOS07,Fenway Park,1954,33200
CHI10,Comiskey Park I,1954,52934
CHI11,Wrigley Field,1954,36755
CIN07,Crosley Field,1954,29980
CLE07,Cleveland Stadium,1954,78189
DET04,Briggs Stadium,1954,58000
MIL05,County Stadium,1954,43340
NYC14,Polo Grounds V,1954,56000
NYC15,Ebbets Field,1954,31902
NYC16,Yankee Stadium I,1954,67000
PHI11,Connie Mack Stadium,1954,33166
PIT06,Forbes Field,1954,34249
STL07,Busch Stadium I,1954,30500
WAS09,Griffith Stadium,1954,35000
BOS07,Fenway Park,1953,33200
CHI10,Comiskey Park I,1953,52934
CHI11,Wrigley Field,1953,36755
CIN07,Crosley Field,1953,29980
CLE07,Cleveland Stadium,1953,78189
DET04,Briggs Stadium,1953,58000
MIL05,County Stadium,1953,35911
NYC14,Polo Grounds V,1953,56000
NYC15,Ebbets Field,1953,31902
NYC16,Yankee Stadium I,1953,67000
PHI11,Shibe Park,1953,33166
PIT06,Forbes Field,1953,34249
STL07,Busch Stadium I,1953,34500
WAS09,Griffith Stadium,1953,25048
BOS07,Fenway Park,1952,33200
BOS08,Braves Field,1952,37106
CHI10,Comiskey Park I,1952,50000
CHI11,Wrigley Field,1952,36755
CIN07,Crosley Field,1952,29980
CLE07,Cleveland Stadium,1952,78189
DET04,Briggs Stadium,1952,58000
NYC14,Polo Grounds V,1952,54500
NYC15,Ebbets Field,1952,32000
NYC16,Yankee Stadium I,1952,67000
PHI11,Shibe Park,1952,33300
PIT06,Forbes Field,1952,33730
STL07,Sportsman's Park III,1952,34500
WAS09,Griffith Stadium,1952,25048
BOS07,Fenway Park,1951,33200
BOS08,Braves Field,1951,37106
CHI10,Comiskey Park I,1951,50000
CHI11,Wrigley Field,1951,36755
CIN07,Crosley Field,1951,30000
CLE07,Cleveland Stadium,1951,78189
DET04,Briggs Stadium,1951,58000
NYC14,Polo Grounds V,1951,54500
NYC15,Ebbets Field,1951,32000
NYC16,Yankee Stadium I,1951,67000
PHI11,Shibe Park,1951,32500
PIT06,Forbes Field,1951,33730
STL07,Sportsman's Park III,1951,34500
WAS09,Griffith Stadium,1951,25048
BOS07,Fenway Park,1950,33200
BOS08,Braves Field,1950,37106
CHI10,Comiskey Park I,1950,50000
CHI11,Wrigley Field,1950,40000
CIN07,Crosley Field,1950,30000
CLE07,Cleveland Stadium,1950,78189
DET04,Briggs Stadium,1950,58000
NYC14,Polo Grounds V,1950,54500
NYC15,Ebbets Field,1950,32000
NYC16,Yankee Stadium I,1950,67000
PHI11,Shibe Park,1950,32500
PIT06,Forbes Field,1950,33730
STL07,Sportsman's Park III,1950,34500
WAS09,Griffith Stadium,1950,25048
BOS07,Fenway Park,1949,33200
BOS08,Braves Field,1949,37106
CHI10,Comiskey Park I,1949,50000
CHI11,Wrigley Field,1949,40000
CIN07,Crosley Field,1949,30000
CLE07,Cleveland Stadium,1949,78189
DET04,Briggs Stadium,1949,58000
NYC14,Polo Grounds V,1949,54500
NYC15,Ebbets Field,1949,32000
NYC16,Yankee Stadium I,1949,67000
PHI11,Shibe Park,1949,32500
PIT06,Forbes Field,1949,33730
STL07,Sportsman's Park III,1949,34500
WAS09,Griffith Stadium,1949,32000
BOS07,Fenway Park,1948,33200
BOS08,Braves Field,1948,37106
CHI10,Comiskey Park I,1948,50000
CHI11,Wrigley Field,1948,40000
CIN07,Crosley Field,1948,30000
CLE07,Cleveland Stadium,1948,78189
DET04,Briggs Stadium,1948,58000
NYC14,Polo Grounds V,1948,54500
NYC15,Ebbets Field,1948,32000
NYC16,Yankee Stadium I,1948,67000
PHI11,Shibe Park,1948,32500
PIT06,Forbes Field,1948,33730
STL07,Sportsman's Park III,1948,34500
WAS09,Griffith Stadium,1948,32000
BOS07,Fenway Park,1947,33200
BOS08,Braves Field,1947,36706
CHI10,Comiskey Park I,1947,46500
CHI11,Wrigley Field,1947,40000
CIN07,Crosley Field,1947,33000
CLE07,Cleveland Stadium,1947,78189
DET04,Briggs Stadium,1947,58000
NYC14,Polo Grounds V,1947,54500
NYC15,Ebbets Field,1947,32000
NYC16,Yankee Stadium I,1947,70000
PHI11,Shibe Park,1947,32750
PIT06,Forbes Field,1947,33730
STL07,Sportsman's Park III,1947,34500
WAS09,Griffith Stadium,1947,32000
BOS07,Fenway Park,1946,33200
BOS08,Braves Field,1946,37746
CHI10,Comiskey Park I,1946,46500
CHI11,Wrigley Field,1946,40000
CIN07,Crosley Field,1946,33000
CLE06,League Park IV,1946,22500
CLE07,Cleveland Stadium,1946,78189
DET04,Briggs Stadium,1946,58000
NYC14,Polo Grounds V,1946,56000
NYC15,Ebbets Field,1946,34000
NYC16,Yankee Stadium I,1946,70000
PHI11,Shibe Park,1946,33000
PIT06,Forbes Field,1946,33467
STL07,Sportsman's Park III,1946,34500
WAS09,Griffith Stadium,1946,32000
BOS07,Fenway Park,1945,33200
BOS08,Braves Field,1945,37746
CHI10,Comiskey Park I,1945,46500
CHI11,Wrigley Field,1945,40000
CIN07,Crosley Field,1945,33000
CLE06,League Park IV,1945,22500
CLE07,Cleveland Stadium,1945,78189
DET04,Briggs Stadium,1945,58000
NYC14,Polo Grounds V,1945,56000
NYC15,Ebbets Field,1945,34000
NYC16,Yankee Stadium I,1945,70000
PHI11,Shibe Park,1945,33000
PIT06,Forbes Field,1945,33467
STL07,Sportsman's Park III,1945,30611
WAS09,Griffith Stadium,1945,32000
BOS07,Fenway Park,1944,33200
BOS08,Braves Field,1944,37746
CHI10,Comiskey Park I,1944,46500
CHI11,Wrigley Field,1944,40000
CIN07,Crosley Field,1944,33000
CLE06,League Park IV,1944,22500
CLE07,Cleveland Stadium,1944,78189
DET04,Briggs Stadium,1944,58000
NYC14,Polo Grounds V,1944,56000
NYC15,Ebbets Field,1944,34000
NYC16,Yankee Stadium I,1944,70000
PHI11,Shibe Park,1944,33000
PIT06,Forbes Field,1944,33467
STL07,Sportsman's Park III,1944,30611
WAS09,Griffith Stadium,1944,32000
BOS07,Fenway Park,1943,33200
BOS08,Braves Field,1943,37746
CHI10,Comiskey Park I,1943,46500
CHI11,Wrigley Field,1943,40000
CIN07,Crosley Field,1943,33000
CLE06,League Park IV,1943,22500
CLE07,Cleveland Stadium,1943,78189
DET04,Briggs Stadium,1943,58000
NYC14,Polo Grounds V,1943,56000
NYC15,Ebbets Field,1943,34000
NYC16,Yankee Stadium I,1943,70000
PHI11,Shibe Park,1943,33000
PIT06,Forbes Field,1943,33467
STL07,Sportsman's Park III,1943,30611
WAS09,Griffith Stadium,1943,32000
BOS07,Fenway Park,1942,33200
BOS08,Braves Field,1942,37746
CHI10,Comiskey Park I,1942,46500
CHI11,Wrigley Field,1942,40000
CIN07,Crosley Field,1942,33000
CLE06,League Park IV,1942,22500
CLE07,Cleveland Stadium,1942,78189
DET04,Briggs Stadium,1942,58000
NYC14,Polo Grounds V,1942,56000
NYC15,Ebbets Field,1942,34000
NYC16,Yankee Stadium I,1942,70000
PHI11,Shibe Park,1942,33000
PIT06,Forbes Field,1942,33467
STL07,Sportsman's Park III,1942,30611
WAS09,Griffith Stadium,1942,32000
BOS07,Fenway Park,1941,33200
BOS08,Braves Field,1941,37746
CHI10,Comiskey Park I,1941,50000
CHI11,Wrigley Field,1941,40000
CIN07,Crosley Field,1941,33000
CLE06,League Park IV,1941,22500
CLE07,Cleveland Stadium,1941,78189
DET04,Briggs Stadium,1941,58000
NYC14,Polo Grounds V,1941,56000
NYC15,Ebbets Field,1941,34219
NYC16,Yankee Stadium I,1941,71699
PHI11,Shibe Park,1941,33000
PIT06,Forbes Field,1941,33537
STL07,Sportsman's Park III,1941,30611
WAS09,Griffith Stadium,1941,32000
BOS07,Fenway Park,1940,33200
BOS08,Braves Field,1940,45000
